id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_4394,2025-10-31T12:22:08.748093,cust_4234,cust_4234: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4395,2025-10-03T12:22:08.748093,cust_735,cust_735: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4396,2025-11-04T12:22:08.748093,cust_1694,cust_1694: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4397,2025-08-30T12:22:08.748093,cust_794,cust_794: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4398,2025-08-20T12:22:08.748093,cust_396,cust_396: I have an issue: unable to trade. Need assistance,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4399,2025-10-03T12:22:08.748093,cust_3167,cust_3167: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4400,2025-08-17T12:22:08.748093,cust_4829,cust_4829: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4401,2025-10-06T12:22:08.748093,cust_3092,cust_3092: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4402,2025-10-13T12:22:08.748093,cust_1789,cust_1789: I have an issue: account locked. Thanks,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4403,2025-08-19T12:22:08.748093,cust_598,cust_598: I have an issue: how to reset password. Please help,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4404,2025-08-19T12:22:08.748093,cust_24,cust_24: I have an issue: how to change bank details. Thanks,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4405,2025-11-13T12:22:08.748093,cust_2045,cust_2045: I have an issue: transaction failed. Thanks,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4406,2025-10-18T12:22:08.748093,cust_3126,cust_3126: I have an issue: deposit not credited. Please help,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4407,2025-10-28T12:22:08.748093,cust_3217,cust_3217: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4408,2025-09-08T12:22:08.748093,cust_2979,cust_2979: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4409,2025-11-06T12:22:08.748093,cust_1559,cust_1559: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4410,2025-08-20T12:22:08.748093,cust_3125,cust_3125: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4411,2025-09-27T12:22:08.748093,cust_2960,cust_2960: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4412,2025-10-21T12:22:08.748093,cust_2110,cust_2110: I have an issue: how to reset password. Need assistance,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4413,2025-10-24T12:22:08.748093,cust_3774,cust_3774: I have an issue: account locked. Thanks,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4414,2025-09-22T12:22:08.749100,cust_1628,cust_1628: I have an issue: refund request. Thanks,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4415,2025-09-21T12:22:08.749100,cust_4720,cust_4720: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4416,2025-08-24T12:22:08.749100,cust_4568,cust_4568: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4417,2025-08-29T12:22:08.749100,cust_1076,cust_1076: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4418,2025-09-18T12:22:08.749100,cust_552,cust_552: I have an issue: refund request. Please help,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4419,2025-10-19T12:22:08.749100,cust_686,cust_686: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4420,2025-10-13T12:22:08.749100,cust_2600,cust_2600: I have an issue: transaction failed. Thanks,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4421,2025-09-13T12:22:08.749100,cust_2615,cust_2615: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4422,2025-10-13T12:22:08.749100,cust_2588,cust_2588: I have an issue: transaction failed. Urgent,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4423,2025-10-27T12:22:08.749100,cust_4330,cust_4330: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4424,2025-08-17T12:22:08.749100,cust_1576,cust_1576: I have an issue: how to reset password. Please help,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4425,2025-10-26T12:22:08.749100,cust_2581,cust_2581: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4426,2025-09-28T12:22:08.749100,cust_3002,cust_3002: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4427,2025-09-11T12:22:08.749100,cust_2427,cust_2427: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4428,2025-09-24T12:22:08.749100,cust_4218,cust_4218: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4429,2025-08-17T12:22:08.749100,cust_2619,cust_2619: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4430,2025-08-17T12:22:08.749100,cust_2443,cust_2443: I have an issue: need KYC help. Thanks,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4431,2025-10-19T12:22:08.749100,cust_4841,cust_4841: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4432,2025-08-23T12:22:08.749100,cust_675,cust_675: I have an issue: deposit not credited. Urgent,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4433,2025-09-01T12:22:08.749100,cust_4401,cust_4401: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4434,2025-10-03T12:22:08.749100,cust_4875,cust_4875: I have an issue: deposit not credited. Urgent,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4435,2025-09-26T12:22:08.749100,cust_2418,cust_2418: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4436,2025-08-28T12:22:08.749100,cust_2336,cust_2336: I have an issue: need KYC help. Urgent,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4437,2025-08-24T12:22:08.749100,cust_4359,cust_4359: I have an issue: how to change bank details. Need assistance,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4438,2025-10-10T12:22:08.749100,cust_4273,cust_4273: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4439,2025-08-15T12:22:08.749100,cust_300,cust_300: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4440,2025-08-28T12:22:08.749100,cust_2684,cust_2684: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4441,2025-08-18T12:22:08.749100,cust_3705,cust_3705: I have an issue: how to change bank details. Thanks,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4442,2025-11-13T12:22:08.749100,cust_3911,cust_3911: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4443,2025-08-28T12:22:08.749100,cust_3843,cust_3843: I have an issue: deposit not credited. Please help,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4444,2025-09-12T12:22:08.749100,cust_773,cust_773: I have an issue: account locked. Need assistance,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4445,2025-10-01T12:22:08.749100,cust_1378,cust_1378: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4446,2025-09-22T12:22:08.749100,cust_4527,cust_4527: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4447,2025-10-08T12:22:08.749100,cust_698,cust_698: I have an issue: refund request. Need assistance,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4448,2025-09-04T12:22:08.749100,cust_473,cust_473: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4449,2025-08-20T12:22:08.749100,cust_4161,cust_4161: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4450,2025-10-09T12:22:08.749100,cust_3742,cust_3742: I have an issue: need KYC help. Urgent,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4451,2025-10-20T12:22:08.749100,cust_607,cust_607: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4452,2025-10-09T12:22:08.749100,cust_3115,cust_3115: I have an issue: how to change bank details. Urgent,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4453,2025-09-29T12:22:08.749100,cust_2670,cust_2670: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4454,2025-08-20T12:22:08.749100,cust_2948,cust_2948: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4455,2025-08-27T12:22:08.750112,cust_2260,cust_2260: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4456,2025-10-07T12:22:08.750112,cust_2927,cust_2927: I have an issue: how to reset password. Please help,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4457,2025-09-18T12:22:08.750112,cust_4318,cust_4318: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4458,2025-08-31T12:22:08.750112,cust_3341,cust_3341: I have an issue: how to reset password. Need assistance,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4459,2025-08-28T12:22:08.750112,cust_3666,cust_3666: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4460,2025-11-02T12:22:08.750112,cust_385,cust_385: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4461,2025-10-09T12:22:08.750112,cust_1974,cust_1974: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4462,2025-09-02T12:22:08.750112,cust_4899,cust_4899: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4463,2025-09-07T12:22:08.750112,cust_3192,cust_3192: I have an issue: unable to trade. Thanks,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4464,2025-10-26T12:22:08.750112,cust_3748,cust_3748: I have an issue: deposit not credited. Please help,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4465,2025-11-01T12:22:08.750112,cust_1225,cust_1225: I have an issue: how to change bank details. Thanks,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4466,2025-09-07T12:22:08.750112,cust_1215,cust_1215: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4467,2025-11-06T12:22:08.750112,cust_1535,cust_1535: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4468,2025-08-22T12:22:08.750112,cust_3767,cust_3767: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4469,2025-10-05T12:22:08.750112,cust_4442,cust_4442: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4470,2025-11-08T12:22:08.750112,cust_1205,cust_1205: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4471,2025-10-12T12:22:08.750112,cust_4297,cust_4297: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4472,2025-10-07T12:22:08.750112,cust_1378,cust_1378: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4473,2025-08-27T12:22:08.750112,cust_2802,cust_2802: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4474,2025-08-30T12:22:08.750112,cust_4514,cust_4514: I have an issue: how to reset password. Need assistance,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4475,2025-10-02T12:22:08.750112,cust_3307,cust_3307: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4476,2025-10-28T12:22:08.750112,cust_23,cust_23: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4477,2025-10-16T12:22:08.750112,cust_3100,cust_3100: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4478,2025-08-16T12:22:08.750112,cust_423,cust_423: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4479,2025-11-12T12:22:08.750112,cust_1682,cust_1682: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4480,2025-10-31T12:22:08.750112,cust_196,cust_196: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4481,2025-10-30T12:22:08.750112,cust_2872,cust_2872: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4482,2025-09-10T12:22:08.750112,cust_1812,cust_1812: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4483,2025-09-13T12:22:08.750112,cust_4058,cust_4058: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4484,2025-11-09T12:22:08.750112,cust_1279,cust_1279: I have an issue: error on mobile app. Urgent,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4485,2025-08-27T12:22:08.750112,cust_1,cust_1: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4486,2025-09-04T12:22:08.750112,cust_3757,cust_3757: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4487,2025-11-03T12:22:08.750112,cust_948,cust_948: I have an issue: need KYC help. Thanks,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4488,2025-11-09T12:22:08.750112,cust_4921,cust_4921: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4489,2025-11-04T12:22:08.750112,cust_3666,cust_3666: I have an issue: refund request. Please help,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4490,2025-10-08T12:22:08.750112,cust_320,cust_320: I have an issue: how to change bank details. Thanks,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4491,2025-10-30T12:22:08.751007,cust_3563,cust_3563: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4492,2025-10-04T12:22:08.751007,cust_3434,cust_3434: I have an issue: missing statement. Thanks,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4493,2025-08-19T12:22:08.751007,cust_3959,cust_3959: I have an issue: transaction failed. Urgent,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4494,2025-09-28T12:22:08.751007,cust_1242,cust_1242: I have an issue: error on mobile app. Need assistance,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4495,2025-10-19T12:22:08.751007,cust_3373,cust_3373: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4496,2025-09-05T12:22:08.751007,cust_2724,cust_2724: I have an issue: deposit not credited. Thanks,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4497,2025-08-28T12:22:08.751007,cust_3941,cust_3941: I have an issue: transaction failed. Please help,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4498,2025-08-21T12:22:08.751007,cust_4969,cust_4969: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4499,2025-09-23T12:22:08.751007,cust_4667,cust_4667: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4500,2025-09-04T12:22:08.751007,cust_4879,cust_4879: I have an issue: refund request. Please help,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4501,2025-08-30T12:22:08.751007,cust_4369,cust_4369: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4502,2025-10-21T12:22:08.751007,cust_1027,cust_1027: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4503,2025-09-19T12:22:08.751007,cust_3297,cust_3297: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4504,2025-08-28T12:22:08.751007,cust_4580,cust_4580: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4505,2025-08-23T12:22:08.751007,cust_3185,cust_3185: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4506,2025-08-20T12:22:08.751007,cust_2396,cust_2396: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4507,2025-10-28T12:22:08.751007,cust_2820,cust_2820: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4508,2025-09-27T12:22:08.751007,cust_2875,cust_2875: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4509,2025-08-30T12:22:08.751007,cust_3109,cust_3109: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4510,2025-10-10T12:22:08.751007,cust_3987,cust_3987: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4511,2025-09-30T12:22:08.751007,cust_2040,cust_2040: I have an issue: how to change bank details. Thanks,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4512,2025-09-18T12:22:08.751007,cust_1606,cust_1606: I have an issue: transaction failed. Please help,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4513,2025-10-08T12:22:08.751007,cust_905,cust_905: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4514,2025-08-30T12:22:08.751007,cust_1128,cust_1128: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4515,2025-08-23T12:22:08.751007,cust_2215,cust_2215: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4516,2025-09-19T12:22:08.751007,cust_1533,cust_1533: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4517,2025-08-19T12:22:08.751007,cust_52,cust_52: I have an issue: transaction failed. Need assistance,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4518,2025-08-28T12:22:08.751007,cust_1192,cust_1192: I have an issue: unable to trade. Please help,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4519,2025-11-04T12:22:08.751007,cust_1640,cust_1640: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4520,2025-09-06T12:22:08.751007,cust_1418,cust_1418: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4521,2025-09-17T12:22:08.751007,cust_4226,cust_4226: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4522,2025-08-30T12:22:08.751007,cust_1401,cust_1401: I have an issue: how to reset password. Urgent,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4523,2025-10-05T12:22:08.751007,cust_3611,cust_3611: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_4524,2025-10-13T12:22:08.751007,cust_3242,cust_3242: I have an issue: unable to trade. Need assistance,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4525,2025-10-07T12:22:08.751007,cust_4776,cust_4776: I have an issue: account locked. Need assistance,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4526,2025-09-21T12:22:08.751007,cust_1872,cust_1872: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4527,2025-09-16T12:22:08.751007,cust_2470,cust_2470: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4528,2025-10-30T12:22:08.751007,cust_945,cust_945: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4529,2025-10-10T12:22:08.751007,cust_289,cust_289: I have an issue: how to reset password. Thanks,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4530,2025-09-11T12:22:08.751007,cust_4467,cust_4467: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4531,2025-10-11T12:22:08.751007,cust_4714,cust_4714: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4532,2025-09-29T12:22:08.751007,cust_3118,cust_3118: I have an issue: transaction failed. Urgent,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4533,2025-09-22T12:22:08.751007,cust_3001,cust_3001: I have an issue: how to reset password. Urgent,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_4534,2025-08-27T12:22:08.751007,cust_3781,cust_3781: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_4535,2025-10-16T12:22:08.751007,cust_629,cust_629: I have an issue: how to change bank details. Urgent,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_4536,2025-10-19T12:22:08.751007,cust_904,cust_904: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4537,2025-10-30T12:22:08.751007,cust_845,cust_845: I have an issue: refund request. Need assistance,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_4538,2025-09-24T12:22:08.752272,cust_1833,cust_1833: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_4539,2025-10-03T12:22:08.752272,cust_808,cust_808: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_4540,2025-11-05T12:22:08.752272,cust_2406,cust_2406: I have an issue: missing statement. Need assistance,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4541,2025-09-10T12:22:08.752272,cust_4099,cust_4099: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4542,2025-11-03T12:22:08.752272,cust_2034,cust_2034: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_4543,2025-10-24T12:22:08.752272,cust_3298,cust_3298: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_4544,2025-11-02T12:22:08.752272,cust_819,cust_819: I have an issue: need KYC help. Urgent,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_4545,2025-08-22T12:22:08.752272,cust_617,cust_617: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
